Area,State,Tenure,Median_Price,Transactions,Estimated_Size,Log_Estimated_Size,Log_Transactions,Type_Apartment,Type_Bungalow,Type_Cluster House,Type_Condominium,Type_Flat,Type_Semi D,Type_Service Residence,Type_Terrace House,Type_Town House
Other_Sabah,Sabah,Leasehold,550000.0,15,2879.581151832461,7.96574734160408,2.772588722239781,0,0,0,0,0,1,0,1,0
Batu Pahat,Johor,Freehold,245000.0,15,1038.135593220339,6.946144486165068,2.772588722239781,0,0,0,0,0,0,0,1,0
Melaka City,Melaka,Leasehold,470000.0,15,1684.5878136200718,7.429869632765264,2.772588722239781,0,0,0,0,0,0,0,1,1
Bukit Mertajam,Penang,Freehold,499800.0,15,1778.6476868327402,7.48417069495,2.772588722239781,0,0,0,0,0,1,0,1,0
Other_Melaka,Melaka,Leasehold,285000.0,15,1737.8048780487804,7.460953304521778,2.772588722239781,0,0,1,0,0,0,0,1,0
Kluang,Johor,Freehold,250000.0,15,1479.2899408284025,7.29999325353623,2.772588722239781,0,0,0,0,0,0,0,1,0
Skudai,Johor,Leasehold,498000.0,15,2083.682008368201,7.642371608629378,2.772588722239781,0,0,1,0,0,0,0,1,0
Simpang Pulai,Perak,Leasehold,199000.0,15,975.4901960784314,6.8839647104080965,2.772588722239781,0,0,0,0,0,0,0,1,0
Setapak,Kuala Lumpur,Freehold,520000.0,15,1432.5068870523417,7.2678790896734755,2.772588722239781,0,0,0,0,0,0,0,1,0
Other_Terengganu,Terengganu,Freehold,340000.0,15,3063.063063063063,8.02749711258832,2.772588722239781,0,1,0,0,0,1,0,0,0
Sungai Petani,Kedah,Freehold,260000.0,15,2260.8695652173915,7.72394699153751,2.772588722239781,0,0,0,0,0,1,0,1,0
Cheras,Kuala Lumpur,Leasehold,780000.0,15,2574.2574257425745,7.853704779263218,2.772588722239781,0,0,0,0,0,0,0,1,0
Other_Perak,Perak,Freehold and Leasehold,476888.0,15,1870.1490196078432,7.534307970140296,2.772588722239781,0,0,0,0,0,0,0,1,0
Semenyih,Selangor,Leasehold,465000.0,15,3100.0,8.03947991910045,2.772588722239781,0,0,0,0,0,0,0,1,0
Other_Selangor,Selangor,Leasehold,930000.0,15,1761.3636363636363,7.4744111622541825,2.772588722239781,0,0,0,0,0,0,0,1,0
Other_Melaka,Melaka,Freehold,270000.0,15,1542.857142857143,7.342039202247852,2.772588722239781,0,0,0,0,0,0,0,1,0
Kajang,Selangor,Leasehold,370000.0,15,1024.9307479224376,6.933355526301059,2.772588722239781,0,0,0,0,0,0,0,1,0
Mentakab,Pahang,Leasehold,219000.0,15,1394.904458598726,7.241297841581042,2.772588722239781,0,0,0,0,0,0,0,1,0
Other_Negeri Sembilan,Negeri Sembilan,Freehold,459000.0,15,1466.4536741214058,7.291283983313962,2.772588722239781,0,0,0,0,0,0,0,1,0
Iskandar Puteri (Nusajaya),Johor,Freehold,520000.0,15,1600.0,7.3783837129967145,2.772588722239781,0,0,0,0,0,0,0,1,0
Kulai,Johor,Freehold,280000.0,15,1106.7193675889328,7.010058556877512,2.772588722239781,0,0,0,0,0,0,0,1,0
Rawang,Selangor,Leasehold,585000.0,15,1690.7514450867052,7.433519629308337,2.772588722239781,0,0,0,0,0,0,0,1,0
Ipoh,Perak,Leasehold,548000.0,15,1665.6534954407296,7.418572999981339,2.772588722239781,0,0,0,0,0,0,0,1,0
Ipoh,Perak,Leasehold,320000.0,15,1391.304347826087,7.238715457675635,2.772588722239781,0,0,0,0,0,0,0,1,0
Rawang,Selangor,Freehold,680000.0,15,1683.1683168316831,7.429027140420181,2.772588722239781,0,0,0,0,0,0,0,1,0
Other_Pahang,Pahang,Freehold,200000.0,15,1298.7012987012988,7.169889746818635,2.772588722239781,0,0,0,0,0,0,0,1,0
Other_Sarawak,Sarawak,Leasehold,380000.0,15,1117.6470588235295,7.01987525089606,2.772588722239781,0,0,0,0,0,0,0,1,0
Other_Negeri Sembilan,Negeri Sembilan,Freehold,199000.0,15,1566.9291338582677,7.357511004645565,2.772588722239781,0,1,0,0,0,0,0,1,0
Simpang Ampat,Penang,Leasehold,280000.0,15,1393.0348258706467,7.239957573698971,2.772588722239781,0,0,0,0,0,0,0,1,0
Batu Pahat,Johor,Freehold,330000.0,15,1692.3076923076924,7.4344391094517945,2.772588722239781,0,0,0,0,0,0,0,1,0
Melaka City,Melaka,Leasehold,580000.0,15,1442.7860696517414,7.275024157266592,2.772588722239781,0,0,0,0,0,0,0,1,0
Klang,Selangor,Freehold,560000.0,15,1521.7391304347825,7.3282660515757225,2.772588722239781,0,0,0,0,0,0,0,1,0
Bukit Mertajam,Penang,Freehold,650000.0,15,1525.8215962441313,7.330943465547127,2.772588722239781,0,0,0,0,0,1,0,1,0
Sandakan,Sabah,Leasehold,320000.0,15,1441.4414414414414,7.274092402370338,2.772588722239781,0,0,0,0,0,0,0,1,0
Setia Alam,Selangor,Freehold,802000.0,15,1429.5900178253119,7.26584223803587,2.772588722239781,0,0,0,0,0,0,0,1,0
Kuantan,Pahang,Leasehold,220000.0,15,1392.4050632911392,7.239505716356561,2.772588722239781,0,0,0,0,0,1,0,1,0
Puchong,Selangor,Freehold,430000.0,15,1011.7647058823529,6.920439202720257,2.772588722239781,1,0,0,0,0,0,0,0,0
Other_Selangor,Selangor,Leasehold,460000.0,15,1033.7078651685392,6.941874409981975,2.772588722239781,0,0,0,0,0,0,1,0,0
Serendah,Selangor,Freehold,50000.0,15,649.3506493506494,6.4775116779726165,2.772588722239781,0,0,0,0,1,0,0,0,0
Tebrau,Johor,Freehold,388000.0,15,889.9082568807339,6.792241455705576,2.772588722239781,1,0,0,0,0,0,0,0,0
Klang,Selangor,Freehold,170000.0,15,656.3706563706563,6.4882480243511225,2.772588722239781,1,0,0,0,0,0,0,0,0
Other_Selangor,Selangor,Freehold,380000.0,15,772.3577235772358,6.650741714603393,2.772588722239781,0,0,0,0,0,0,1,0,0
Kuching,Sarawak,Leasehold,105000.0,15,644.1717791411043,6.469516605587539,2.772588722239781,0,0,0,0,1,0,0,0,0
Tebrau,Johor,Freehold,380000.0,15,808.5106382978723,6.696429914844645,2.772588722239781,1,0,0,0,0,0,0,0,0
Port Dickson,Negeri Sembilan,Freehold,90000.0,15,725.8064516129032,6.58866021322024,2.772588722239781,0,0,0,1,0,0,0,0,0
Puchong,Selangor,Freehold,320000.0,15,851.063829787234,6.747661441613784,2.772588722239781,1,0,0,0,0,0,0,0,0
Sungai Ara,Penang,Freehold,575000.0,15,1163.9676113360324,7.060448564185036,2.772588722239781,0,0,0,1,0,0,0,0,0
Other_Kuala Lumpur,Kuala Lumpur,Freehold,616505.0,15,907.960235640648,6.812301348050827,2.772588722239781,0,0,0,0,0,0,1,0,0
Ulu Tiram,Johor,Freehold,150000.0,15,657.8947368421053,6.490563790093222,2.772588722239781,0,0,0,0,1,0,0,0,0
Ulu Bernam,Perak,Freehold,163000.0,15,708.695652173913,6.564836219224885,2.772588722239781,1,0,0,0,0,0,0,0,0
Sungai Jawi,Penang,Freehold,55000.0,15,550.0,6.311734809152915,2.772588722239781,0,0,0,0,1,0,0,0,0
Other_Selangor,Selangor,Freehold,690000.0,15,1526.5486725663716,7.331419554738668,2.772588722239781,0,0,0,1,0,0,0,0,0
Subang Jaya,Selangor,Freehold,595000.0,15,1079.8548094373866,6.985507497274864,2.772588722239781,0,0,0,0,0,0,1,0,0
Bukit Jalil,Kuala Lumpur,Leasehold,220000.0,15,723.6842105263158,6.585735988277932,2.772588722239781,1,0,0,0,0,0,0,0,0
Other_Selangor,Selangor,Freehold,225000.0,15,752.5083612040133,6.62474011449339,2.772588722239781,0,0,0,0,1,0,0,0,0
Johor Bahru,Johor,Leasehold,420000.0,15,1000.0,6.90875477931522,2.772588722239781,1,0,0,0,0,0,0,0,0
Tanjong Tokong,Penang,Freehold,760000.0,15,955.9748427672956,6.863777103507947,2.772588722239781,0,0,0,1,0,0,0,0,0
Other_Negeri Sembilan,Negeri Sembilan,Freehold,53000.0,15,407.6923076923077,6.012962568989407,2.772588722239781,1,0,0,0,0,0,0,0,0
Port Dickson,Negeri Sembilan,Leasehold,160000.0,15,730.5936073059361,6.595225178515079,2.772588722239781,0,0,0,1,0,0,0,0,0
Other_Penang,Penang,Freehold,657000.0,15,883.0645161290323,6.784530042021,2.772588722239781,0,0,0,1,0,0,0,0,0
Penampang,Sabah,Leasehold,350000.0,15,933.3333333333334,6.839833262496678,2.772588722239781,1,0,0,0,0,0,0,0,0
Kota Samarahan,Sarawak,Leasehold,180000.0,15,750.0,6.621405651764134,2.772588722239781,1,0,0,0,0,0,0,0,0
Kajang,Selangor,Freehold,300000.0,15,1045.2961672473868,6.95301174723147,2.772588722239781,1,0,0,0,0,0,0,0,0
Gelugor,Penang,Freehold,330000.0,15,700.6369426751593,6.553416094567932,2.772588722239781,0,0,0,1,0,0,0,0,0
Kota Kinabalu,Sabah,Leasehold,172000.0,15,649.0566037735849,6.477059441826794,2.772588722239781,1,0,0,0,0,0,0,0,0
Jalan Klang Lama (Old Klang Road),Kuala Lumpur,Leasehold,180000.0,15,700.3891050583658,6.553062804449375,2.772588722239781,0,0,0,0,1,0,0,0,0
Ampang,Selangor,Leasehold,150000.0,15,646.551724137931,6.473198673221733,2.772588722239781,0,0,0,0,1,0,0,0,0
Bukit Jalil,Kuala Lumpur,Freehold,380000.0,15,1191.2225705329154,7.083574550440974,2.772588722239781,0,0,0,1,0,0,0,0,0
Setapak,Kuala Lumpur,Freehold,350000.0,15,849.5145631067961,6.745841534683789,2.772588722239781,0,0,0,1,0,0,0,0,0
Other_Penang,Penang,Freehold,170000.0,15,559.2105263157895,6.32831265293114,2.772588722239781,1,0,0,0,0,0,0,0,0
Jalan Klang Lama (Old Klang Road),Kuala Lumpur,Freehold,650000.0,15,763.807285546416,6.639623887772384,2.772588722239781,0,0,0,0,0,0,1,0,0
Kajang,Selangor,Freehold,390000.0,15,1291.390728476821,7.164249060044095,2.772588722239781,0,0,0,1,0,0,0,0,0
Puchong,Selangor,Freehold,450000.0,15,1041.6666666666667,6.949536812997092,2.772588722239781,1,0,0,0,0,0,0,0,0
Skudai,Johor,Freehold,140000.0,15,645.1612903225806,6.471049148040832,2.772588722239781,0,0,0,0,1,0,0,0,0
Bukit Jalil,Kuala Lumpur,Leasehold,585000.0,15,1221.294363256785,7.108484997185236,2.772588722239781,0,0,0,1,0,0,0,0,0
Other_Kuala Lumpur,Kuala Lumpur,Freehold,453000.0,15,1094.2028985507247,6.998694920565628,2.772588722239781,0,0,0,1,0,0,0,0,0
Butterworth,Penang,Freehold,115000.0,15,518.018018018018,6.251938599360997,2.772588722239781,0,0,0,0,1,0,0,0,0
Other_Selangor,Selangor,Leasehold,380000.0,15,1088.8252148997135,6.9937726090622085,2.772588722239781,0,0,0,1,0,0,0,0,0
Serendah,Selangor,Leasehold,150000.0,15,700.9345794392524,6.55384020800122,2.772588722239781,1,0,0,0,0,0,0,0,0
Sungai Ara,Penang,Freehold,538000.0,15,1217.1945701357465,7.1051251811077245,2.772588722239781,0,0,0,1,0,0,0,0,0
Setapak,Kuala Lumpur,Leasehold,500000.0,15,1075.268817204301,6.981255539634905,2.772588722239781,0,0,0,0,0,0,1,0,0
Seri Kembangan,Selangor,Leasehold,310000.0,15,873.2394366197183,6.773354293079202,2.772588722239781,1,0,0,0,0,0,0,0,0
Gelugor,Penang,Freehold,260000.0,15,568.9277899343545,6.3455096684777645,2.772588722239781,0,0,0,1,0,0,0,0,0
Other_Kuala Lumpur,Kuala Lumpur,Freehold,1000000.0,15,1137.6564277588168,7.037604274184832,2.772588722239781,0,0,0,0,0,0,1,0,0
Other_Kuala Lumpur,Kuala Lumpur,Leasehold,450000.0,15,1165.80310880829,7.062022902378335,2.772588722239781,0,0,0,1,0,0,0,0,0
Shah Alam,Selangor,Freehold and Leasehold,416000.0,14,1382.0598006644518,7.232053570545166,2.70805020110221,0,0,1,0,0,0,0,1,0
Ipoh,Perak,Freehold,554888.0,14,1495.654986522911,7.310987887932779,2.70805020110221,0,0,0,0,0,0,0,1,0
Muar,Johor,Freehold,489000.0,14,2098.7124463519312,7.649555684027099,2.70805020110221,0,0,0,0,0,0,0,1,0
Other_Kedah,Kedah,Freehold,412500.0,14,2398.2558139534885,7.782913890732683,2.70805020110221,0,0,0,0,0,1,0,1,0
Other_Perak,Perak,Leasehold,188000.0,14,1197.4522292993631,7.088786194339435,2.70805020110221,0,0,0,0,0,0,0,1,0
Other_Melaka,Melaka,Freehold,410000.0,14,3203.125,8.072194321160067,2.70805020110221,0,0,0,0,0,1,0,0,0
Other_Melaka,Melaka,Freehold,291230.0,14,1600.1648351648353,7.378486665326445,2.70805020110221,0,0,0,0,0,0,0,1,0
Sungai Lalang,Kedah,Freehold,320000.0,14,1194.0298507462687,7.085926443757614,2.70805020110221,0,0,0,0,0,0,0,1,0
Dengkil,Selangor,Freehold,585000.0,14,1399.5215311004786,7.244599968448805,2.70805020110221,0,0,0,0,0,0,0,1,0
Kapar,Selangor,Freehold,378000.0,14,1281.3559322033898,7.156454237170429,2.70805020110221,0,0,0,0,0,0,0,1,0
Nilai,Negeri Sembilan,Freehold,378800.0,14,1301.7182130584192,7.172208293613246,2.70805020110221,0,0,0,0,0,0,0,1,0
Kuantan,Pahang,Freehold,392000.0,14,1420.2898550724638,7.259320086938914,2.70805020110221,0,0,0,0,0,0,0,1,0
Other_Kedah,Kedah,Freehold,237500.0,14,1746.3235294117646,7.465840484408829,2.70805020110221,0,0,0,0,0,0,0,1,0
Sungai Lalang,Kedah,Freehold,548000.0,14,5591.836734693878,8.629241903387813,2.70805020110221,0,1,0,0,0,0,0,0,0
Lumut,Perak,Freehold,498800.0,14,2802.247191011236,7.938533735293306,2.70805020110221,0,0,0,0,0,1,0,0,0
Tampin,Negeri Sembilan,Freehold,401900.0,14,3756.07476635514,8.231395945922971,2.70805020110221,0,0,0,0,0,1,0,1,0
Seri Iskandar,Perak,Leasehold,250000.0,14,1428.5714285714287,7.265129978035143,2.70805020110221,0,0,0,0,0,0,0,1,0
Batu Gajah,Perak,Leasehold,231300.0,14,1595.1724137931035,7.375363800867496,2.70805020110221,0,0,0,0,0,0,0,1,0
Sitiawan,Perak,Freehold,240000.0,14,2051.2820512820513,7.626707648736852,2.70805020110221,0,1,1,0,0,0,0,0,0
Rantau,Negeri Sembilan,Freehold,605000.0,14,3805.0314465408806,8.244342310181626,2.70805020110221,0,0,0,0,0,1,0,0,0
Ipoh,Perak,Freehold,296800.0,14,1168.5039370078741,7.064334952421196,2.70805020110221,0,0,0,0,0,0,0,1,0
Seremban 2,Negeri Sembilan,Freehold,550000.0,14,2007.2992700729926,7.605043508587402,2.70805020110221,0,0,1,0,0,0,0,0,0
Sungai Petani,Kedah,Freehold,450000.0,14,1939.655172413793,7.570780912782642,2.70805020110221,0,0,0,0,0,0,0,1,0
Other_Kedah,Kedah,Leasehold,145000.0,14,1435.6435643564357,7.270064813806031,2.70805020110221,0,0,0,0,0,0,0,1,0
Other_Kedah,Kedah,Freehold,618800.0,14,1422.528735632184,7.2608940931193215,2.70805020110221,0,0,0,0,0,0,0,1,0
Batu Pahat,Johor,Freehold,325000.0,14,1756.7567567567567,7.471793705052401,2.70805020110221,0,0,0,0,0,1,0,1,0
Kluang,Johor,Freehold,314000.0,14,1754.1899441340781,7.47033236031932,2.70805020110221,0,0,0,0,0,1,0,1,0
Klang,Selangor,Freehold,445000.0,14,1118.0904522613066,7.020271538165129,2.70805020110221,0,0,0,0,0,0,0,1,0
Kuching,Sarawak,Leasehold,234000.0,14,1759.3984962406016,7.473295480721962,2.70805020110221,0,0,0,0,0,0,0,1,0
Simpang Ampat,Penang,Freehold,315000.0,14,1363.6363636363637,7.218643271861805,2.70805020110221,0,0,0,0,0,0,0,1,0
Rasah,Negeri Sembilan,Freehold,300000.0,14,1648.3516483516485,7.40813754928038,2.70805020110221,0,0,0,0,0,0,0,1,0
Kajang,Selangor,Freehold,525000.0,14,1483.050847457627,7.302530686925799,2.70805020110221,0,1,0,0,0,0,0,1,0
Other_Sabah,Sabah,Leasehold,500000.0,14,2100.840336134454,7.650568590480791,2.70805020110221,0,0,0,0,0,1,0,0,0
Sikamat,Negeri Sembilan,Leasehold,237500.0,14,1130.952380952381,7.031699191581834,2.70805020110221,0,0,0,0,0,0,0,1,0
Taiping,Perak,Freehold,230000.0,14,1197.9166666666667,7.089173650249033,2.70805020110221,0,0,0,0,0,0,0,1,0
Batu Pahat,Johor,Freehold,445000.0,14,1960.352422907489,7.581389525963445,2.70805020110221,0,0,0,0,0,0,0,1,0
Batu Berendam,Melaka,Leasehold,305000.0,14,1343.612334801762,7.203861023577391,2.70805020110221,0,0,0,0,0,0,0,1,0
Bidor,Perak,Leasehold,364000.0,14,2379.0849673202615,7.774891466583003,2.70805020110221,0,0,1,0,0,1,0,1,0
Other_Johor,Johor,Freehold,610000.0,14,2563.0252100840335,7.84933365031829,2.70805020110221,0,0,0,0,0,0,0,1,0
Cheras,Kuala Lumpur,Leasehold,335000.0,14,1124.1610738255033,7.025681481123491,2.70805020110221,0,0,1,0,0,0,0,1,0
Klang,Selangor,Freehold,655000.0,14,2212.837837837838,7.702482866610429,2.70805020110221,0,0,0,0,0,0,0,1,0
Subang Jaya,Selangor,Freehold,697500.0,14,1263.5869565217392,7.142500831259869,2.70805020110221,0,0,0,0,0,0,0,1,0
Other_Melaka,Melaka,Freehold,290000.0,14,1657.142857142857,7.413453494313309,2.70805020110221,0,0,0,0,0,0,0,1,0
Kuantan,Pahang,Leasehold,250000.0,14,1322.7513227513227,7.188224896160687,2.70805020110221,0,0,0,0,0,0,0,1,0
Senai,Johor,Leasehold,411000.0,14,2894.3661971830984,7.970866874989605,2.70805020110221,0,0,0,0,0,0,0,1,0
Batu Gajah,Perak,Leasehold,229400.0,14,1201.0471204188482,7.091781316006362,2.70805020110221,0,0,0,0,0,0,0,1,0
Other_Perak,Perak,Freehold,274440.0,14,1467.5935828877004,7.292060475463977,2.70805020110221,0,0,0,0,0,0,0,1,0
Batu Caves,Selangor,Leasehold,550000.0,14,946.6437177280551,6.853978606433662,2.70805020110221,0,0,0,0,0,0,0,1,0
Ipoh,Perak,Leasehold,515000.0,14,1757.679180887372,7.472318340887167,2.70805020110221,0,0,0,0,0,1,0,1,0
Muar,Johor,Freehold,865000.0,14,2629.1793313069907,7.874807309655937,2.70805020110221,0,0,0,0,0,0,0,1,0
Kuching,Sarawak,Leasehold,250000.0,14,1262.6262626262626,7.1417408526833475,2.70805020110221,0,0,0,0,0,0,0,1,0
Seremban,Negeri Sembilan,Leasehold,215000.0,14,1250.0,7.1316985104669115,2.70805020110221,0,0,0,0,0,0,0,1,0
Nilai,Negeri Sembilan,Freehold,334500.0,14,1592.857142857143,7.373912233537866,2.70805020110221,0,0,0,0,0,0,0,1,0
Sentul,Kuala Lumpur,Leasehold,330000.0,14,643.2748538011696,6.46812542667144,2.70805020110221,0,0,1,0,0,0,0,1,0
Ipoh,Perak,Freehold,559000.0,14,1663.6904761904761,7.417394484947063,2.70805020110221,0,0,0,0,0,0,0,1,0
Petaling Jaya,Selangor,Freehold,885000.0,14,2077.4647887323945,7.639384817838296,2.70805020110221,0,0,0,0,0,0,0,1,0
Other_Kedah,Kedah,Freehold,300000.0,14,1449.2753623188405,7.279508722432415,2.70805020110221,0,0,0,0,0,0,0,1,0
Other_Johor,Johor,Freehold,240000.0,14,1500.0,7.313886831633462,2.70805020110221,0,0,0,0,0,0,0,1,0
Kulim,Kedah,Freehold,297000.0,14,1375.0,7.226936018493289,2.70805020110221,0,0,0,0,0,0,0,1,0
Batu Caves,Kuala Lumpur,Freehold,460000.0,14,912.6984126984127,6.8175005527790455,2.70805020110221,0,0,0,0,0,0,0,1,0
Sibu,Sarawak,Leasehold,267500.0,14,2247.8991596638657,7.718196113098963,2.70805020110221,0,0,0,0,0,0,0,1,0
Sungai Lalang,Kedah,Freehold,240000.0,14,1600.0,7.3783837129967145,2.70805020110221,0,1,0,0,0,0,0,1,0
Muar,Johor,Freehold,485000.0,14,1837.121212121212,7.516499248576432,2.70805020110221,0,0,0,0,0,0,0,1,0
Kota Samarahan,Sarawak,Leasehold,592500.0,14,2781.6901408450703,7.931173415350517,2.70805020110221,0,0,0,0,0,0,0,1,0
Tanjong Duabelas,Selangor,Freehold and Leasehold,414973.0,14,1542.6505576208178,7.341905382185411,2.70805020110221,0,0,0,0,0,0,0,1,0
Sungai Petani,Kedah,Freehold,237500.0,14,1304.9450549450548,7.174682237699484,2.70805020110221,0,0,0,0,0,0,0,1,0
Labu,Negeri Sembilan,Freehold,623888.0,14,1405.1531531531532,7.248612994712292,2.70805020110221,0,0,0,0,0,0,0,1,0
Johor Bahru,Johor,Freehold,935000.0,14,4947.089947089947,8.506756911821272,2.70805020110221,0,1,0,0,0,1,0,0,0
Other_Pahang,Pahang,Freehold,338000.0,14,1396.6942148760331,7.242579168451053,2.70805020110221,0,0,0,0,0,0,0,1,0
Lahat,Perak,Leasehold,280000.0,14,1250.0,7.1316985104669115,2.70805020110221,0,0,0,0,0,0,0,1,0
Other_Sabah,Sabah,Leasehold,375000.0,14,2130.681818181818,7.664666533145289,2.70805020110221,0,0,0,0,0,0,0,1,0
Other_Kedah,Kedah,Freehold,206500.0,14,1929.9065420560748,7.565744882529176,2.70805020110221,0,0,0,0,0,1,0,1,0
Selayang,Selangor,Leasehold,684000.0,14,1393.0753564154786,7.239986647546262,2.70805020110221,0,0,0,0,0,0,0,1,0
Other_Perak,Perak,Freehold,310000.0,14,1396.3963963963963,7.242366067323267,2.70805020110221,0,0,0,0,0,0,0,1,0
Bukit Mertajam,Penang,Freehold,311500.0,14,1149.4464944649446,7.04790540206189,2.70805020110221,0,0,0,0,0,0,0,1,0
Other_Melaka,Melaka,Leasehold,308000.0,14,1595.8549222797928,7.375791300180999,2.70805020110221,0,0,0,0,0,0,0,1,0
Kapar,Selangor,Freehold,410000.0,14,1633.4661354581674,7.39907150735567,2.70805020110221,0,0,0,0,0,0,0,1,0
Other_Melaka,Melaka,Freehold,382500.0,14,1620.7627118644068,7.391268930424959,2.70805020110221,0,0,0,0,0,0,0,1,0
Klang,Selangor,Freehold,475000.0,14,2047.4137931034484,7.624821013164362,2.70805020110221,0,0,0,0,0,0,0,1,0
Shah Alam,Selangor,Leasehold,700000.0,14,2011.4942528735633,7.6071301535736415,2.70805020110221,0,0,0,0,0,0,0,1,0
Other_Penang,Penang,Freehold,160000.0,14,733.9449541284404,6.599795604066007,2.70805020110221,0,0,0,0,1,0,0,0,0
Other_Penang,Penang,Freehold,100000.0,14,598.8023952095808,6.3966002596540195,2.70805020110221,0,0,0,0,1,0,0,0,0
Selayang,Selangor,Leasehold,350000.0,14,1107.5949367088608,7.010848669691187,2.70805020110221,0,0,0,1,0,0,0,0,0
Jelutong,Penang,Freehold,177500.0,14,474.59893048128345,6.164574916036309,2.70805020110221,0,0,0,0,1,0,0,0,0
Kota Kinabalu,Sabah,Leasehold,245000.0,14,612.5,6.419180264150966,2.70805020110221,1,0,0,0,0,0,0,0,0
Kajang,Selangor,Freehold,310000.0,14,1000.0,6.90875477931522,2.70805020110221,1,0,0,0,0,0,0,0,0
Selayang,Selangor,Leasehold,282500.0,14,871.9135802469136,6.771836559240762,2.70805020110221,1,0,0,0,0,0,0,0,0
Other_Penang,Penang,Freehold,160000.0,14,645.1612903225806,6.471049148040832,2.70805020110221,0,0,0,0,1,0,0,0,0
Skudai,Johor,Freehold,271000.0,14,1011.1940298507462,6.919875560571263,2.70805020110221,0,0,0,1,0,0,0,0,0
Other_Sarawak,Sarawak,Leasehold,260000.0,14,849.6732026143791,6.7460280390911675,2.70805020110221,1,0,0,0,0,0,0,0,0
Jelutong,Penang,Leasehold,690000.0,14,1083.2025117739404,6.988599983530749,2.70805020110221,0,0,0,1,0,0,0,0,0
Butterworth,Penang,Freehold,215000.0,14,709.5709570957096,6.566068811791525,2.70805020110221,1,0,0,0,0,0,0,0,0
Subang Jaya,Selangor,Freehold,354000.0,14,936.5079365079365,6.843225223417199,2.70805020110221,1,0,0,0,0,0,0,0,0
Iskandar Puteri (Nusajaya),Johor,Freehold,370000.0,14,1010.9289617486339,6.919613651483004,2.70805020110221,0,0,0,1,0,0,0,0,0
Cheras,Kuala Lumpur,Freehold,380000.0,14,1180.1242236024846,7.074221995765276,2.70805020110221,0,0,0,1,0,0,0,0,0
Other_Kuala Lumpur,Kuala Lumpur,Freehold,749400.0,14,624.5,6.438551329906966,2.70805020110221,0,0,0,0,0,0,1,0,0
Klang,Selangor,Freehold,217500.0,14,962.3893805309734,6.870457671227929,2.70805020110221,1,0,0,0,0,0,0,0,0
Melaka City,Melaka,Leasehold,126000.0,14,812.9032258064516,6.701841471719233,2.70805020110221,1,0,0,0,0,0,0,0,0
Tampoi,Johor,Freehold,435000.0,14,1053.2687651331719,6.960602691978027,2.70805020110221,0,0,0,0,0,0,1,0,0
Cheras,Kuala Lumpur,Leasehold,487500.0,14,1197.7886977886978,7.089066907460709,2.70805020110221,0,0,0,1,0,0,0,0,0
Setapak,Kuala Lumpur,Leasehold,204500.0,14,732.9749103942652,6.598474846006135,2.70805020110221,0,0,0,1,0,0,0,0,0
Ipoh,Perak,Freehold,137500.0,14,763.8888888888889,6.639730579995211,2.70805020110221,1,0,0,0,0,0,0,0,0
Bukit Mertajam,Penang,Leasehold,170000.0,14,602.8368794326241,6.4033040942955815,2.70805020110221,0,0,0,0,1,0,0,0,0
Other_Kuala Lumpur,Kuala Lumpur,Leasehold,462500.0,14,914.0316205533596,6.8189586226602215,2.70805020110221,0,0,0,1,0,0,0,0,0
Other_Kuala Lumpur,Kuala Lumpur,Freehold,482500.0,14,1104.1189931350114,7.007708294249155,2.70805020110221,0,0,0,1,0,0,0,0,0
Other_Melaka,Melaka,Freehold,332500.0,14,1283.7837837837837,7.1583457215248805,2.70805020110221,1,0,0,0,0,0,0,0,0
Other_Kuala Lumpur,Kuala Lumpur,Freehold,830500.0,14,1384.1666666666667,7.233575748324971,2.70805020110221,0,0,0,1,0,0,0,0,0
Ipoh,Perak,Leasehold,315000.0,14,1216.2162162162163,7.104321740490937,2.70805020110221,0,0,0,1,0,0,0,0,0
Seri Kembangan,Selangor,Freehold,393500.0,14,1265.2733118971062,7.143833465578704,2.70805020110221,0,0,0,1,0,0,0,0,0
Butterworth,Penang,Freehold,110000.0,14,539.2156862745098,6.291968478838645,2.70805020110221,0,0,0,0,1,0,0,0,0
Bangi,Selangor,Freehold,316000.0,14,910.6628242074928,6.815270211415828,2.70805020110221,1,0,0,0,0,0,0,0,0
Jelutong,Penang,Freehold,378000.0,14,675.0,6.516193076042964,2.70805020110221,1,0,0,0,0,0,0,0,0
Puchong,Selangor,Freehold,380000.0,14,829.6943231441048,6.722261884999724,2.70805020110221,1,0,0,0,0,0,0,0,0
Johor Bahru,Johor,Leasehold,320000.0,14,914.2857142857143,6.819236272583709,2.70805020110221,1,0,0,0,1,0,0,0,0
Bukit Mertajam,Penang,Freehold,71000.0,14,586.7768595041322,6.376347385234601,2.70805020110221,0,0,0,0,1,0,0,0,0
Setia Alam,Selangor,Freehold,340000.0,14,829.2682926829268,6.721748892754792,2.70805020110221,1,0,0,0,0,0,0,0,0
Other_Selangor,Selangor,Leasehold,400000.0,14,1169.5906432748538,7.0652637237232225,2.70805020110221,0,0,0,1,0,0,0,0,0
Other_Kuala Lumpur,Kuala Lumpur,Leasehold,298850.0,14,1006.2289562289562,6.9149582315513545,2.70805020110221,0,0,0,1,0,0,0,0,0
Kepong,Selangor,Freehold,262500.0,14,838.6581469648562,6.732994841104468,2.70805020110221,1,0,0,0,0,0,0,0,0
