Area,State,Tenure,Median_Price,Transactions,Estimated_Size,Log_Estimated_Size,Log_Transactions,Type_Apartment,Type_Bungalow,Type_Cluster House,Type_Condominium,Type_Flat,Type_Semi D,Type_Service Residence,Type_Terrace House,Type_Town House
Serendah,Selangor,Freehold,452000.0,52,1174.025974025974,7.069045531887956,3.970291913552122,0,0,0,0,0,0,0,1,0
Rantau,Negeri Sembilan,Freehold,80000.0,52,1194.0298507462687,7.085926443757614,3.970291913552122,0,0,0,0,0,0,0,1,0
Rawang,Selangor,Freehold,795000.0,52,2075.7180156657964,7.638544049452537,3.970291913552122,0,0,0,0,0,1,0,1,0
Ulu Klang,Selangor,Freehold,686000.0,51,1420.2898550724638,7.259320086938914,3.9512437185814275,0,0,0,0,0,1,0,1,0
Sungai Petani,Kedah,Freehold,499900.0,51,1872.2846441947565,7.535448663238496,3.9512437185814275,0,0,0,0,0,1,0,1,1
Semenyih,Selangor,Freehold,400000.0,51,1369.86301369863,7.223195757501439,3.9512437185814275,0,0,0,0,0,0,0,1,0
Seremban,Negeri Sembilan,Leasehold,411800.0,50,1299.0536277602523,7.170160794722054,3.9318256327243257,0,0,0,0,0,0,0,1,0
Other_Selangor,Selangor,Leasehold,250000.0,50,1396.6480446927374,7.242546134797917,3.9318256327243257,0,0,1,0,0,0,0,1,0
Tanjong Minyak,Melaka,Freehold,180000.0,50,1304.3478260869565,7.174224817643044,3.9318256327243257,0,0,0,0,0,0,0,1,0
Pasir Gudang,Johor,Freehold,375000.0,50,1373.6263736263736,7.225937244904127,3.9318256327243257,0,0,0,0,0,0,0,1,0
Klang,Selangor,Leasehold,411640.0,50,1196.6279069767443,7.088098135252713,3.9318256327243257,0,0,0,0,0,0,0,1,0
Other_Perak,Perak,Leasehold,368800.0,50,1381.2734082397003,7.231484819955965,3.9318256327243257,0,0,0,0,0,0,0,1,0
Iskandar Puteri (Nusajaya),Johor,Freehold,814800.0,50,1613.4653465346535,7.386759126068722,3.9318256327243257,0,0,0,1,0,0,0,0,0
Cheras,Kuala Lumpur,Freehold,600000.0,50,925.925925925926,6.831873655065573,3.9318256327243257,0,0,0,1,0,0,0,0,0
Other_Penang,Penang,Leasehold,280000.0,49,952.3809523809524,6.860014563948276,3.912023005428146,0,0,0,0,0,0,0,1,0
Serendah,Selangor,Freehold,430000.0,49,1295.1807228915663,7.167177313866027,3.912023005428146,0,0,0,0,0,0,0,1,0
Skudai,Johor,Freehold,400000.0,49,1413.4275618374559,7.254480178286742,3.912023005428146,0,0,0,0,0,0,0,1,0
Pasir Gudang,Johor,Leasehold,270000.0,49,1102.0408163265306,7.005826023397971,3.912023005428146,0,0,0,0,0,1,0,1,0
Kulai,Johor,Freehold,499000.0,49,1306.282722513089,7.175706004319759,3.912023005428146,0,0,0,0,0,0,0,1,0
Seri Kembangan,Selangor,Leasehold,508000.0,49,1502.9585798816568,7.31585596415825,3.912023005428146,0,0,0,0,0,0,0,1,0
Iskandar Puteri (Nusajaya),Johor,Freehold,770000.0,49,1587.6288659793815,7.370626574737321,3.912023005428146,0,0,0,0,0,1,0,1,0
Ipoh,Perak,Freehold and Leasehold,199000.0,49,985.1485148514852,6.89380696684167,3.912023005428146,0,0,0,0,0,0,0,1,0
Labu,Negeri Sembilan,Freehold,559444.0,48,1476.1055408970976,7.297839736239232,3.8918202981106265,0,0,0,0,0,0,0,1,0
Labu,Negeri Sembilan,Freehold,80000.0,48,1194.0298507462687,7.085926443757614,3.8918202981106265,0,0,0,0,0,0,0,1,0
Kepong,Kuala Lumpur,Freehold and Leasehold,667500.0,48,1500.0,7.313886831633462,3.8918202981106265,0,0,0,0,0,0,0,1,0
Sungai Petani,Kedah,Freehold,197500.0,48,1352.7397260273972,7.210626209017628,3.8918202981106265,0,0,0,0,0,0,0,1,0
Pasir Gudang,Johor,Leasehold,300000.0,48,787.4015748031496,6.670007572743782,3.8918202981106265,0,0,0,0,0,0,0,1,0
Iskandar Puteri (Nusajaya),Johor,Freehold,360000.0,48,932.6424870466321,6.839093588770004,3.8918202981106265,0,0,0,0,0,0,1,0,0
Other_Johor,Johor,Freehold,165000.0,47,1650.0,7.409136443920128,3.871201010907891,0,0,0,0,0,0,0,1,0
Ipoh,Perak,Leasehold,303800.0,47,1344.2477876106195,7.204333503774696,3.871201010907891,0,0,0,0,0,0,0,1,0
Ijok,Selangor,Leasehold,310000.0,47,1640.2116402116403,7.40319005304327,3.871201010907891,0,0,0,0,0,0,0,1,0
Other_Melaka,Melaka,Leasehold,290000.0,47,1300.4484304932735,7.171233100517274,3.871201010907891,0,0,0,0,0,0,0,1,0
Tebrau,Johor,Freehold,1000000.0,47,2583.9793281653747,7.857472790069307,3.871201010907891,0,0,1,0,0,0,0,1,0
Tampin,Negeri Sembilan,Freehold,299473.0,47,2065.3310344827587,7.633529866506699,3.871201010907891,0,0,0,0,0,1,0,1,0
Ayer Itam,Penang,Freehold,170000.0,47,699.5884773662551,6.5519206638200504,3.871201010907891,0,0,0,0,1,0,0,0,0
Other_Negeri Sembilan,Negeri Sembilan,Leasehold,249000.0,46,1296.875,7.168483590623618,3.8501476017100584,0,0,0,0,0,0,0,1,0
Other_Kedah,Kedah,Freehold,270000.0,46,1298.076923076923,7.16940923206662,3.8501476017100584,0,0,0,0,0,0,0,1,0
Batu Pahat,Johor,Freehold,390000.0,46,1541.501976284585,7.341161037000496,3.8501476017100584,0,0,0,0,0,0,0,1,0
Puchong,Selangor,Freehold,600000.0,46,1321.5859030837005,7.187344116695707,3.8501476017100584,0,0,0,0,0,0,0,1,0
Subang Jaya,Selangor,Freehold,765000.0,46,1587.1369294605809,7.3703168657097065,3.8501476017100584,0,0,0,0,0,0,0,1,0
Batu Pahat,Johor,Freehold,420000.0,46,1721.311475409836,7.451422548659797,3.8501476017100584,0,0,0,0,0,0,0,1,0
Other_Kedah,Kedah,Freehold,292500.0,46,1366.822429906542,7.2209752870575,3.8501476017100584,0,0,0,0,0,0,0,1,0
Johor Bahru,Johor,Freehold,580000.0,46,1082.089552238806,6.987572932630275,3.8501476017100584,0,0,0,0,0,0,1,0,0
Sitiawan,Perak,Leasehold,329890.0,45,1182.4014336917562,7.076148141744104,3.828641396489095,0,0,0,0,0,1,0,1,0
Ipoh,Perak,Leasehold,340194.0,45,1447.6340425531914,7.278376351797945,3.828641396489095,0,0,0,0,0,0,0,1,0
Kulai,Johor,Freehold,330000.0,45,1208.7912087912089,7.0982030689835,3.828641396489095,0,0,0,0,0,0,0,1,0
Kapar,Selangor,Freehold,358000.0,45,1409.4488188976377,7.251663243996848,3.828641396489095,0,0,0,0,0,0,0,1,0
Other_Johor,Johor,Freehold,310000.0,45,1565.6565656565656,7.356699051555999,3.828641396489095,0,0,0,0,0,1,0,1,0
Senai,Johor,Freehold,170000.0,45,1545.4545454545455,7.343720199811212,3.828641396489095,0,0,0,0,0,0,0,1,0
Other_Negeri Sembilan,Negeri Sembilan,Freehold,287850.0,45,1370.7142857142858,7.223816540035572,3.828641396489095,0,0,0,0,0,0,0,1,0
Senai,Johor,Freehold,480000.0,45,1076.2331838565021,6.9821511661225415,3.828641396489095,0,0,0,0,0,0,0,1,0
Ayer Itam,Penang,Freehold,180000.0,45,537.3134328358209,6.288440979436912,3.828641396489095,0,0,0,0,1,0,0,0,0
Seremban,Negeri Sembilan,Freehold,380000.0,44,1397.0588235294117,7.242839998825151,3.8066624897703196,0,0,0,0,0,0,0,1,0
Other_Selangor,Selangor,Freehold,232500.0,44,1117.7884615384614,7.020001648026912,3.8066624897703196,0,0,1,0,0,0,0,1,0
Ulu Tiram,Johor,Freehold,380000.0,44,1038.2513661202186,6.946255892656991,3.8066624897703196,0,0,0,0,0,0,0,1,0
Kulai,Johor,Freehold,520000.0,43,1502.8901734104047,7.315810478845075,3.784189633918261,0,0,0,0,0,0,0,1,0
Seri Iskandar,Perak,Leasehold,250000.0,43,1428.5714285714287,7.265129978035143,3.784189633918261,0,0,0,0,0,1,0,1,0
Semenyih,Selangor,Freehold,781800.0,43,1756.8539325842696,7.471848987525989,3.784189633918261,0,0,0,0,0,0,0,1,0
Kuantan,Pahang,Freehold,185000.0,43,1170.886075949367,7.066369760590904,3.784189633918261,0,0,0,0,0,0,0,1,0
Cheras,Selangor,Freehold,800000.0,43,2051.2820512820513,7.626707648736852,3.784189633918261,0,0,0,0,0,1,0,1,0
Pasir Gudang,Johor,Freehold and Leasehold,480000.0,43,1359.7733711048159,7.215808472331114,3.784189633918261,0,0,0,0,0,0,0,1,0
Tampoi,Johor,Freehold,480000.0,43,1649.4845360824743,7.408824182017289,3.784189633918261,0,0,0,0,0,0,0,1,0
Puchong,Selangor,Freehold,780000.0,43,1718.0616740088105,7.449533882580331,3.784189633918261,0,0,0,0,0,0,0,1,0
Nilai,Negeri Sembilan,Freehold,718000.0,42,1405.0880626223093,7.24856670385325,3.7612001156935624,0,0,0,0,0,0,0,1,0
Skudai,Johor,Freehold,325000.0,42,839.7932816537468,6.734345829109489,3.7612001156935624,0,0,0,0,0,0,0,1,0
Subang Jaya,Selangor,Freehold,900000.0,42,1754.3859649122808,7.470444034747383,3.7612001156935624,0,0,0,0,0,0,0,1,0
Sungai Jawi,Penang,Freehold,260000.0,42,1160.7142857142858,7.057652025692924,3.7612001156935624,0,0,0,0,0,0,0,1,0
Rantau,Negeri Sembilan,Freehold,235789.0,42,1626.1310344827587,7.394573641457789,3.7612001156935624,0,0,0,0,0,0,0,1,0
Tampoi,Johor,Freehold,391500.0,42,807.2164948453608,6.6948299617968585,3.7612001156935624,0,0,0,0,0,0,1,0,0
Jalan Klang Lama (Old Klang Road),Kuala Lumpur,Freehold,923000.0,41,1778.4200385356455,7.484042769147531,3.7376696182833684,0,1,0,0,0,0,0,1,0
Kluang,Johor,Freehold,150000.0,41,1401.8691588785048,7.246274817648525,3.7376696182833684,0,0,0,0,0,0,0,1,0
Other_Melaka,Melaka,Freehold,497000.0,41,1474.7774480712167,7.296940213352349,3.7376696182833684,0,0,0,0,0,0,0,1,0
Ipoh,Perak,Leasehold,403000.0,41,1759.825327510917,7.47353791420178,3.7376696182833684,0,0,0,0,0,0,0,1,0
Selayang,Selangor,Freehold,310281.0,41,5540.732142857143,8.620062392038562,3.7376696182833684,0,0,0,0,0,0,0,1,0
Sungai Petani,Kedah,Freehold,27049.0,41,629.046511627907,6.445793644641232,3.7376696182833684,0,0,0,0,0,0,0,1,0
Sungai Petani,Kedah,Freehold,200000.0,41,1324.5033112582782,7.189547523846125,3.7376696182833684,0,0,0,0,0,0,0,1,0
Johor Bahru,Johor,Freehold,809662.0,41,1662.5503080082135,7.416709337266475,3.7376696182833684,0,0,0,0,0,0,0,1,0
Nilai,Negeri Sembilan,Freehold,639888.0,41,1670.7258485639686,7.421611814030849,3.7376696182833684,0,0,0,0,0,0,0,1,0
Kapar,Selangor,Freehold,473000.0,40,1336.1581920903955,7.1983018887942345,3.713572066704308,0,0,0,0,0,0,0,1,0
Labu,Negeri Sembilan,Freehold,512650.0,40,1464.7142857142858,7.290097969669447,3.713572066704308,0,0,0,0,0,0,0,1,0
Simpang Ampat,Penang,Freehold,880000.0,40,2802.547770700637,7.9386409550834856,3.713572066704308,0,0,1,0,0,0,0,0,0
Other_Johor,Johor,Leasehold,525000.0,40,1400.0,7.244941546337007,3.713572066704308,0,0,0,0,0,0,0,1,0
Simpang Pulai,Perak,Freehold and Leasehold,448800.0,40,1558.3333333333333,7.3520136584760145,3.713572066704308,0,0,0,0,0,0,0,1,0
Other_Selangor,Selangor,Leasehold,250000.0,40,1336.8983957219252,7.198855300377222,3.713572066704308,0,0,0,0,0,0,0,1,0
Tanjong Minyak,Melaka,Leasehold,260000.0,39,1436.46408839779,7.270635790375304,3.6888794541139363,0,0,0,0,0,0,0,1,0
Ipoh,Perak,Freehold and Leasehold,425000.0,39,2485.3801169590643,7.818583163422831,3.6888794541139363,0,1,0,0,0,1,0,1,0
Batu Gajah,Perak,Leasehold,330880.0,39,1402.0338983050847,7.246392241111426,3.6888794541139363,0,0,0,0,0,0,0,1,0
Sepang,Selangor,Leasehold,555210.0,39,1199.157667386609,7.09020821663409,3.6888794541139363,0,0,0,0,0,0,0,1,0
Sitiawan,Perak,Freehold,245000.0,39,1195.121951219512,7.08683989521501,3.6888794541139363,0,0,0,0,0,0,0,1,0
Kluang,Johor,Freehold,199900.0,39,1817.2727272727273,7.505642278487799,3.6888794541139363,0,0,0,0,0,1,0,1,0
Kluang,Johor,Freehold,379000.0,39,1599.15611814346,7.3778564773075175,3.6888794541139363,0,0,0,0,0,0,0,1,0
Kuching,Sarawak,Leasehold,200000.0,39,1025.6410256410256,6.934047611962654,3.6888794541139363,0,0,0,0,0,0,0,1,0
Skudai,Johor,Freehold,595000.0,39,1750.0,7.467942332285852,3.6888794541139363,0,0,0,0,0,0,0,1,0
Other_Johor,Johor,Freehold,780000.0,39,2549.0196078431372,7.8438563274731585,3.6888794541139363,0,0,0,0,0,0,0,1,0
Petaling Jaya,Selangor,Freehold,948000.0,39,2043.103448275862,7.622714560745393,3.6888794541139363,0,1,0,0,0,1,0,1,0
Cheras,Selangor,Leasehold,185000.0,39,591.0543130990416,6.383598375775414,3.6888794541139363,0,0,0,0,1,0,0,0,0
Cheras,Selangor,Freehold,250000.0,39,1543.20987654321,7.342267651750655,3.6888794541139363,0,0,0,1,0,0,0,0,0
Masai,Johor,Freehold,631950.0,39,1192.3584905660377,7.084526871984345,3.6888794541139363,0,0,0,0,0,0,1,0,0
Cheras,Kuala Lumpur,Leasehold,280000.0,39,646.6512702078522,6.473352388230965,3.6888794541139363,1,0,0,0,0,0,0,0,0
Bukit Katil,Melaka,Leasehold,488000.0,38,1443.7869822485206,7.275717172550508,3.6635616461296463,0,0,0,0,0,1,0,1,0
Jalan Klang Lama (Old Klang Road),Kuala Lumpur,Freehold and Leasehold,912500.0,38,2050.561797752809,7.62635663463245,3.6635616461296463,0,0,0,0,0,0,0,1,0
Ipoh,Perak,Freehold,335000.0,38,1407.563025210084,7.250325332648378,3.6635616461296463,0,0,0,0,0,0,0,1,0
Kulim,Kedah,Freehold,462000.0,38,1400.0,7.244941546337007,3.6635616461296463,0,0,0,0,0,0,0,1,0
Semenyih,Selangor,Freehold,547770.0,38,1400.9462915601023,7.245616758415743,3.6635616461296463,0,0,0,0,0,0,0,1,0
Ipoh,Perak,Freehold and Leasehold,458880.0,38,1539.8657718120805,7.340099726926732,3.6635616461296463,0,0,0,0,0,0,0,1,0
Pasir Gudang,Johor,Freehold,340000.0,38,941.8282548476454,6.848884139691874,3.6635616461296463,0,0,0,0,0,0,0,1,0
Ipoh,Perak,Freehold,688000.0,38,2625.9541984732823,7.873580354616641,3.6635616461296463,0,0,1,0,0,0,0,0,0
Kepala Batas,Penang,Freehold,350000.0,38,1272.7272727272727,7.149702741572861,3.6635616461296463,0,0,1,0,0,0,0,1,0
Skudai,Johor,Freehold,655000.0,38,1990.8814589665653,7.596834927822918,3.6635616461296463,0,0,1,0,0,0,0,1,0
Other_Terengganu,Terengganu,Freehold and Leasehold,350000.0,38,3240.740740740741,8.083865730171576,3.6635616461296463,0,0,0,0,0,1,0,1,0
Ampang,Selangor,Leasehold,522500.0,38,1022.5048923679061,6.930988185126956,3.6635616461296463,0,0,0,0,0,0,0,1,1
Kajang,Selangor,Freehold,540000.0,38,1636.3636363636363,7.400842688538686,3.6635616461296463,0,1,0,0,0,0,0,1,0
Kuantan,Pahang,Freehold,271790.0,38,1562.0114942528735,7.3543696843630055,3.6635616461296463,0,0,0,0,0,0,0,1,0
Rawang,Selangor,Freehold,504339.0,37,1251.4615384615386,7.132866124672386,3.6375861597263857,0,0,0,0,0,0,0,1,0
Sitiawan,Perak,Freehold,435000.0,37,1510.4166666666667,7.3208026798294235,3.6375861597263857,0,0,0,0,0,0,0,1,0
Other_Melaka,Melaka,Freehold,435800.0,37,1396.7948717948718,7.242651182267427,3.6375861597263857,0,0,0,0,0,0,0,1,0
Bidor,Perak,Leasehold,90000.0,37,1200.0,7.0909098220799835,3.6375861597263857,0,0,0,0,0,0,0,1,0
Other_Selangor,Selangor,Freehold,680000.0,37,1622.9116945107398,7.392593143941965,3.6375861597263857,0,0,1,0,0,0,0,1,0
Johor Bahru,Johor,Freehold,680000.0,37,2023.8095238095239,7.613230912800218,3.6375861597263857,0,0,0,0,0,0,0,1,0
Klang,Selangor,Freehold,750000.0,37,1602.5641025641025,7.379983994987799,3.6375861597263857,0,0,0,0,0,0,0,1,0
Sungai Petani,Kedah,Freehold,200000.0,37,1315.7894736842106,7.182951836030139,3.6375861597263857,0,0,0,0,0,0,0,1,0
Other_Penang,Penang,Leasehold,570000.0,37,1515.9574468085107,7.324461928070795,3.6375861597263857,0,0,1,0,0,1,0,1,0
Kulai,Johor,Freehold,290000.0,37,847.953216374269,6.744004080404669,3.6375861597263857,0,0,0,0,0,0,0,1,0
Puchong,Selangor,Freehold,640000.0,37,1531.1004784688996,7.334394934617788,3.6375861597263857,0,0,0,0,0,0,0,1,0
Sungai Petani,Kedah,Freehold,320000.0,37,2352.9411764705883,7.763846298752938,3.6375861597263857,0,0,0,0,0,1,0,0,0
Ayer Itam,Penang,Leasehold,72000.0,37,382.97872340425533,5.95058714325124,3.6375861597263857,0,0,0,0,1,0,0,0,0
Tebrau,Johor,Freehold,380000.0,37,1041.0958904109589,6.9489892434256495,3.6375861597263857,0,0,0,0,0,0,1,0,0
Bandar Sunway,Selangor,Leasehold,210000.0,37,893.6170212765958,6.796395717507432,3.6375861597263857,1,0,0,0,0,0,0,0,0
Ayer Itam,Penang,Freehold,130000.0,37,511.81102362204723,6.2399074022982735,3.6375861597263857,0,0,0,0,1,0,0,0,0
Other_Penang,Penang,Leasehold,156000.0,37,506.4935064935065,6.229483915747398,3.6375861597263857,0,0,0,0,1,0,0,0,0
Shah Alam,Selangor,Freehold,900000.0,36,2017.9372197309417,7.610326523094836,3.6109179126442243,0,0,0,0,0,0,0,1,0
Other_Johor,Johor,Leasehold,117500.0,36,1450.6172839506173,7.280433582095404,3.6109179126442243,0,0,0,0,0,0,0,1,0
Other_Negeri Sembilan,Negeri Sembilan,Freehold,700888.0,36,1451.1138716356108,7.2807756163012085,3.6109179126442243,0,0,0,0,0,0,0,1,0
Bidor,Perak,Leasehold,268000.0,36,1433.1550802139038,7.268331160510276,3.6109179126442243,0,0,0,0,0,0,0,1,0
Labu,Negeri Sembilan,Freehold,628888.0,36,1416.4144144144145,7.256589655940936,3.6109179126442243,0,0,0,0,0,0,0,1,0
Kota Samarahan,Sarawak,Leasehold,380000.0,36,2171.4285714285716,7.6836009780851455,3.6109179126442243,0,0,0,0,0,1,0,1,0
Subang Jaya,Selangor,Freehold,745000.0,36,1655.5555555555557,7.41249575909218,3.6109179126442243,0,0,0,0,0,0,0,1,0
Other_Johor,Johor,Freehold,150000.0,36,1401.8691588785048,7.246274817648525,3.6109179126442243,0,0,0,0,0,0,0,1,0
Shah Alam,Selangor,Freehold,921500.0,36,1684.6435100548447,7.429902674956339,3.6109179126442243,0,0,0,0,0,1,0,1,0
Sungai Petani,Kedah,Freehold,275000.0,36,1527.7777777777778,7.332223857091597,3.6109179126442243,0,0,0,0,0,0,0,1,0
Ijok,Selangor,Leasehold,455000.0,36,1400.0,7.244941546337007,3.6109179126442243,0,0,0,0,0,0,0,1,0
Kuching,Sarawak,Leasehold,350000.0,36,2317.880794701987,7.748839932183553,3.6109179126442243,0,1,0,0,0,1,0,1,0
Other_Melaka,Melaka,Freehold,120700.0,35,1207.0,7.0967213784947605,3.58351893845611,0,0,0,0,0,0,0,1,0
Other_Perak,Perak,Leasehold,169000.0,35,1396.6942148760331,7.242579168451053,3.58351893845611,0,0,0,0,0,0,0,1,0
Ipoh,Perak,Leasehold,298800.0,35,1322.1238938053098,7.187750805841778,3.58351893845611,0,0,0,0,0,0,0,1,0
Kulim,Kedah,Freehold,542200.0,35,1401.0335917312661,7.245679027172885,3.58351893845611,0,0,0,0,0,0,0,1,0
Ampangan,Negeri Sembilan,Freehold,669000.0,35,1473.568281938326,7.296120535720476,3.58351893845611,0,0,0,0,0,0,0,1,0
Sepang,Selangor,Freehold,400000.0,35,3669.7247706422017,8.208144406739594,3.58351893845611,0,1,0,0,0,0,0,0,0
Gelang Patah,Johor,Freehold,527680.0,35,1309.3796526054591,7.178072185357264,3.58351893845611,0,0,0,0,0,0,0,1,0
Kulai,Johor,Freehold,380000.0,35,1391.9413919413919,7.239172899629368,3.58351893845611,0,0,0,0,0,0,0,1,0
Iskandar Puteri (Nusajaya),Johor,Freehold,780000.0,35,2119.5652173913045,7.659437944108431,3.58351893845611,0,0,0,0,0,1,0,0,0
Other_Perak,Perak,Leasehold,267284.0,35,1527.337142857143,7.331935588619443,3.58351893845611,0,0,0,0,0,0,0,1,0
Skudai,Johor,Freehold,1000000.0,35,2341.92037470726,7.759153453597093,3.58351893845611,0,0,1,0,0,1,0,0,0
Ijok,Selangor,Leasehold,700000.0,35,1598.1735159817351,7.377242222257247,3.58351893845611,0,1,0,0,0,0,0,1,0
Sungai Petani,Kedah,Freehold,250000.0,35,1633.986928104575,7.39939008825632,3.58351893845611,0,0,0,0,0,1,0,1,0
Sungai Petani,Kedah,Freehold,210000.0,35,1354.8387096774193,7.212175515760125,3.58351893845611,0,0,0,0,0,0,0,1,0
Ipoh,Perak,Freehold,568000.0,35,1965.3979238754325,7.583958683011494,3.58351893845611,0,0,0,0,0,0,0,1,0
Sungai Petani,Kedah,Freehold,250000.0,35,1582.2784810126582,7.367252964189522,3.58351893845611,0,0,0,0,0,0,0,1,0
Telok Panglima Garang,Selangor,Leasehold,454220.0,35,1760.5426356589148,7.473945201666017,3.58351893845611,0,0,0,0,0,1,0,1,0
Kota Kinabalu,Sabah,Leasehold,250000.0,35,602.4096385542168,6.402596300336555,3.58351893845611,1,0,0,0,0,0,0,0,0
Tampoi,Johor,Leasehold,380000.0,35,857.7878103837472,6.755521872126235,3.58351893845611,1,0,0,0,0,0,0,0,0
Penampang,Sabah,Freehold,240000.0,35,500.0,6.2166061010848646,3.58351893845611,1,0,0,0,0,0,0,0,0
Other_Selangor,Selangor,Freehold,443000.0,35,1054.7619047619048,6.962017969868787,3.58351893845611,0,0,0,1,0,0,0,0,0
Other_Melaka,Melaka,Freehold,269100.0,34,1537.7142857142858,7.338702467295457,3.5553480614894135,0,0,1,0,0,0,0,1,0
Other_Melaka,Melaka,Freehold,311650.0,34,1675.5376344086021,7.424486013855103,3.5553480614894135,0,0,0,0,0,0,0,1,0
Sungai Petani,Kedah,Freehold,271000.0,34,1548.5714285714287,7.345733673984904,3.5553480614894135,0,0,0,0,0,0,0,1,0
Kluang,Johor,Freehold,307500.0,34,1464.2857142857142,7.289805529252098,3.5553480614894135,0,0,0,0,0,0,0,1,0
Sungai Petani,Kedah,Freehold,262500.0,34,1600.6097560975609,7.3787645000119095,3.5553480614894135,0,1,0,0,0,0,0,1,0
Cheras,Kuala Lumpur,Leasehold,859000.0,34,1875.5458515283842,7.5371880528773465,3.5553480614894135,0,0,0,0,0,0,0,1,0
Cheras,Kuala Lumpur,Freehold,815000.0,34,1663.265306122449,7.4171390474476535,3.5553480614894135,0,0,0,0,0,0,0,1,0
Telok Panglima Garang,Selangor,Freehold,435000.0,34,1484.641638225256,7.303602037530251,3.5553480614894135,0,0,0,0,0,0,0,1,0
Ipoh,Perak,Leasehold,609000.0,34,2416.6666666666665,7.790558166695303,3.5553480614894135,0,0,0,0,0,1,0,0,0
Masai,Johor,Freehold,450000.0,34,1470.5882352941176,7.294097528698879,3.5553480614894135,0,0,0,0,0,0,0,1,0
Other_Kuala Lumpur,Kuala Lumpur,Freehold,495000.0,34,746.606334841629,6.61687654911644,3.5553480614894135,0,0,0,0,0,0,0,1,0
Iskandar Puteri (Nusajaya),Johor,Freehold,810000.0,34,1990.1719901719903,7.596478684146484,3.5553480614894135,0,0,0,0,0,0,0,1,0
Tawau,Sabah,Leasehold,385000.0,34,2278.1065088757396,7.7315387630705965,3.5553480614894135,0,0,0,0,0,0,0,1,0
Wangsa Maju,Kuala Lumpur,Freehold,500000.0,34,1295.3367875647668,7.167297710100776,3.5553480614894135,0,0,0,1,0,0,0,0,0
Ayer Itam,Penang,Leasehold,165000.0,34,606.6176470588235,6.409545814175467,3.5553480614894135,0,0,0,0,1,0,0,0,0
Tebrau,Johor,Freehold,293000.0,34,816.1559888579387,6.705830005470099,3.5553480614894135,1,0,0,0,0,0,0,0,0
Cheras,Selangor,Freehold,970000.0,34,1210.9862671660424,7.10001583584398,3.5553480614894135,0,0,0,1,0,0,0,0,0
Skudai,Johor,Freehold,300000.0,34,892.8571428571429,6.79554596694305,3.5553480614894135,1,0,0,0,0,0,0,0,0
Masai,Johor,Freehold,495000.0,33,1371.191135734072,7.224164110342376,3.5263605246161616,0,0,1,0,0,0,0,1,0
Kepong,Kuala Lumpur,Leasehold,890000.0,33,1951.7543859649122,7.57699616053316,3.5263605246161616,0,0,0,0,0,0,0,1,0
Ampangan,Negeri Sembilan,Freehold,433680.0,33,1554.4086021505377,7.349493556752518,3.5263605246161616,0,0,1,0,0,1,0,1,0
Skudai,Johor,Freehold,650000.0,33,1515.1515151515152,7.323930505239588,3.5263605246161616,0,0,0,0,0,0,0,1,0
Skudai,Johor,Freehold,650000.0,33,1259.6899224806202,7.139414407614905,3.5263605246161616,1,0,0,0,0,0,0,0,0
Skudai,Johor,Freehold and Leasehold,365000.0,33,835.2402745995423,6.72891598159848,3.5263605246161616,0,0,0,0,0,0,1,0,0
Tampoi,Johor,Leasehold,136000.0,33,552.8455284552846,6.316885818364014,3.5263605246161616,0,0,0,0,1,0,0,0,0
Other_Melaka,Melaka,Freehold and Leasehold,295000.0,32,1798.780487804878,7.495419985228089,3.4965075614664802,0,0,0,0,0,0,0,1,0
Subang Jaya,Selangor,Freehold,505000.0,32,933.456561922366,6.839965143121166,3.4965075614664802,0,0,0,0,0,1,0,1,0
Bandar Kinrara,Selangor,Freehold,885000.0,32,1638.888888888889,7.402383767845556,3.4965075614664802,0,0,0,0,0,0,0,1,0
Other_Melaka,Melaka,Leasehold,632000.0,32,4647.058823529412,8.44420495411634,3.4965075614664802,0,1,0,0,0,0,0,0,0
Subang Jaya,Selangor,Freehold,694000.0,32,1294.7761194029852,7.166865114615434,3.4965075614664802,0,0,0,0,0,0,0,1,0
Other_Selangor,Selangor,Leasehold,439928.0,32,3519.424,8.166336715883531,3.4965075614664802,0,0,0,0,0,1,0,1,0
Shah Alam,Selangor,Leasehold,740000.0,32,1897.4358974358975,7.5487856142537195,3.4965075614664802,0,0,0,0,0,0,0,1,0
Kulim,Kedah,Freehold,275000.0,32,1455.026455026455,7.283466398252592,3.4965075614664802,0,0,0,0,0,0,0,1,0
Kuching,Sarawak,Leasehold,180000.0,32,1034.4827586206898,6.942623030403143,3.4965075614664802,0,0,0,0,0,0,0,1,0
Puchong,Selangor,Freehold,762500.0,32,1435.969868173258,7.2702919172949905,3.4965075614664802,0,0,0,0,0,0,0,1,0
Other_Johor,Johor,Leasehold,335000.0,32,3526.315789473684,8.168292461094413,3.4965075614664802,0,1,0,0,0,0,0,0,0
Other_Melaka,Melaka,Leasehold,268000.0,32,1707.0063694267517,7.443082103514133,3.4965075614664802,0,0,0,0,0,0,0,1,0
Kulai,Johor,Freehold,589000.0,32,1795.7317073170732,7.4937245753127675,3.4965075614664802,0,0,0,0,0,1,0,1,0
Tebrau,Johor,Freehold,880000.0,32,1682.6003824091779,7.428689864034177,3.4965075614664802,0,0,0,0,0,0,0,1,0
Pasir Gudang,Johor,Freehold,460000.0,32,1197.9166666666667,7.089173650249033,3.4965075614664802,0,0,0,0,0,0,0,1,0
